date,GOOGL,AMZN,AAPL,BE,AVGO,GEV,LITE,META,MU,MSFT,NVDA,PLTR,000660,TSLA,VRT
2013-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-04,-0.4761202708823289,-0.4761202708823289,2.4144472468223337,-0.4761202708823289,-0.4761202708823289,-0.4761202708823289,-0.4761202708823289,-0.4761202708823289,-0.4761202708823289,1.7145788275558298,1.5844171762097834,-0.4761202708823289,-0.4761202708823289,-0.4761202708823289,-0.4761202708823289
2013-01-07,0.0479106122356982,-0.2786548489354751,0.8748453634611081,0.0479106122356982,0.0479106122356982,0.0479106122356982,0.0479106122356982,0.0479106122356982,-3.0,0.4465974488633139,1.6656259224530232,0.0479106122356982,0.0479106122356982,0.0479106122356982,0.0479106122356982
2013-01-08,-0.17424642041542418,-0.35134650248167026,2.082711759520239,-0.17424642041542418,-0.17424642041542418,-0.17424642041542418,-0.17424642041542418,-0.17424642041542418,-1.1614453602029786,1.6627360767965667,1.2380078610678864,-0.17424642041542418,-0.17424642041542418,-1.9024460509612258,-0.17424642041542418
2013-01-09,-0.09967933937190643,-0.1067291975664593,1.312434926763234,-0.09967933937190643,-0.09967933937190643,-0.09967933937190643,-0.09967933937190643,-1.6309022956871264,1.4668432643046412,1.5502193393125498,0.39931670079691156,-0.09967933937190643,-0.09967933937190643,-2.1937480229484985,-0.09967933937190643
2013-01-10,-0.07095126340630185,-0.06328591119865577,1.2505293992657776,-0.07095126340630185,-0.07095126340630185,-0.07095126340630185,-0.07095126340630185,-0.9054187725437609,1.5229446903231905,1.506824620144062,0.3271456673135592,-0.07095126340630185,-0.5851631242208156,-2.556917725239244,-0.07095126340630185
2013-01-11,-0.33367014436721004,-0.29181670824753575,1.4037255438566434,-0.33367014436721004,1.0898117504972304,-0.33367014436721004,-0.33367014436721004,-0.9462778486711589,1.5767275076805367,1.6944284258486708,0.1203636129234481,-0.33367014436721004,-0.9201342067423235,-1.724807210942251,-0.33367014436721004
2013-01-14,-0.40823823802064735,-0.31850065610412026,0.8498015499424683,-0.40823823802064735,1.977280603153776,-0.40823823802064735,-0.40823823802064735,-0.7369528645532161,2.134332585936931,0.30089352245527934,-0.40823823802064735,-0.40823823802064735,-1.6748389962736012,0.32565192158701495,-0.40823823802064735
2013-01-15,-0.3281881169020621,-0.22343073562190824,0.646484218498601,-0.3281881169020621,1.9393320256720965,-0.3281881169020621,-0.3281881169020621,-0.1803033508726369,1.7837150652053997,-0.33046831040888575,-0.3281881169020621,-0.3281881169020621,-2.2179863337300243,0.8799742395717929,-0.3281881169020621
2013-01-16,-1.4320354278304184,-0.061020333138922064,-0.08912322583487842,-0.1291903995986212,1.8309369187681186,-0.1291903995986212,-0.1291903995986212,0.3146277200925148,1.0936615851203433,0.36902913146438643,-0.1291903995986212,-0.1291903995986212,-2.396264896291138,1.145330925241721,-0.1291903995986212
2013-01-17,-0.9605423429159744,-0.06318352598364524,-0.6417841667778267,-0.10663412206046549,2.2848559955876486,-0.10663412206046549,-0.10663412206046549,0.4776768433686981,0.4863448957220732,0.24605670496991194,-0.10663412206046549,-0.10663412206046549,-2.3469284802456643,1.1573088086375716,-0.10663412206046549
2013-01-18,-0.6970811825288143,-0.09816052054554969,-0.4098087700011384,-0.13585293009257063,2.3932302648931243,-0.13585293009257063,-0.13585293009257063,0.4059625077012126,0.30077411026796247,0.48571950492184796,-0.13585293009257063,-0.13585293009257063,-2.4829935639905725,0.9174752298373511,-0.13585293009257063
2013-01-21,-0.42705895256355664,-0.12839577251127887,-0.3050402512253928,-0.16381302606209702,2.2580761575633344,-0.16381302606209702,-0.16381302606209702,0.42678813834462936,0.2674550056849913,0.6841960395661507,-0.16381302606209702,-0.16381302606209702,-2.645668791306964,0.8525265828206693,-0.16381302606209702
2013-01-22,-1.2279315324624722,-0.06087138012841509,0.07632196442682106,-0.09149717885461599,2.1376062723334117,-0.09149717885461599,-0.09149717885461599,0.3970719841374949,0.17130358238500115,1.060820046008644,-0.09149717885461599,-0.09149717885461599,-2.509324596658838,0.503986733086048,-0.09149717885461599
2013-01-23,-1.8592826127080515,0.1623772081192206,-0.30771803740249176,0.14173154554777265,1.9654581861225835,0.14173154554777265,0.14173154554777265,0.46682398789009705,-1.163259736530304,1.123550440538243,0.14173154554777265,0.14173154554777265,-1.8104404674141434,0.5721017580982107,0.14173154554777265
2013-01-24,-1.1061243425202876,0.04620261575040212,0.24065176167680416,0.014089928428612076,2.239803660552927,0.014089928428612076,0.014089928428612076,0.5116710840267263,-1.5186842670931961,0.9461706066834177,0.014089928428612076,0.014089928428612076,-1.9854799461369956,0.5412492564885297,0.014089928428612076
2013-01-25,0.01302401807230082,0.08933157746962687,0.978680081717386,0.061661129687645845,1.7383137299397247,0.061661129687645845,0.061661129687645845,0.7336512390510378,-1.2389742929347771,1.021905558566102,0.061661129687645845,0.061661129687645845,-1.9032155794215664,-1.8026831105857102,0.061661129687645845
2013-01-28,-1.3735983389372544,0.2786069095517576,0.8964555046635821,0.2615152473207995,0.9458981600841476,0.2615152473207995,0.2615152473207995,0.5591635076173355,-0.10291366230028583,0.7253509164672463,0.2615152473207995,0.2615152473207995,-0.5326130293788259,-2.9654414516925005,0.2615152473207995
2013-01-29,-0.10002019114334035,0.2268044309121691,0.7163572788896883,0.21433332980450034,0.6191219989046273,0.21433332980450034,0.21433332980450034,0.41344267507486615,0.1475413174972153,0.48254538274058206,0.21433332980450034,0.21433332980450034,-0.2908974747845134,-3.0,0.21433332980450034
2013-01-30,0.5594115757240155,0.18303004956848262,0.6182659352238851,0.1727099206409241,0.4550961020791858,0.1727099206409241,0.1727099206409241,0.38587127492770595,0.18744787448153255,0.3643590916447665,0.1727099206409241,0.1727099206409241,-0.25362724868430264,-3.0,0.1727099206409241
2013-01-31,0.5668763321108248,0.044012780250963855,0.5718856429079129,0.03258386162794779,0.2796826617177057,0.03258386162794779,0.03258386162794779,0.29156608798965616,0.20230619126756016,0.2051110081409178,0.03258386162794779,0.03258386162794779,1.0930327353707436,-3.0,0.03258386162794779
2013-02-01,0.43303762021874675,-0.19643359168704924,0.158464634595521,-0.20599298186401166,-0.051731627046116266,-0.20599298186401166,-0.20599298186401166,0.02502997885217638,-0.060696148107454606,-0.07473548981811179,-0.20599298186401166,-0.20599298186401166,3.0,-2.04589756490795,-0.20599298186401166
2013-02-04,0.5511430654739874,-0.27726099857430014,-0.008030448665364308,-0.284741231778714,-0.18470082760022558,-0.284741231778714,-0.284741231778714,-0.10150191847754937,-0.09204490754284647,-0.19925383306072855,-0.284741231778714,-0.284741231778714,3.0,-1.3351432494962054,-0.284741231778714
2013-02-05,0.8440609330795481,-0.3366432107793846,-0.12454553590049267,-0.3421975270113445,-0.2313052389494711,-0.3421975270113445,-0.3421975270113445,-0.15789067161975645,-0.021380331016885745,-0.2498601211661791,-0.3421975270113445,-0.3421975270113445,3.0,-1.0253570577120088,-0.3421975270113445
2013-02-06,1.2527136664813583,-0.322507661971264,-0.8636760413901058,-0.3286177782770571,-0.1535866503523166,-0.3286177782770571,-0.3286177782770571,-0.10568190017647937,0.3093482558838356,-0.22245463147835054,-0.3286177782770571,-0.3286177782770571,3.0,-1.0342380265103719,-0.3286177782770571
