date,000660,AAPL,AMZN,AVGO,BE,GEV,GOOGL,LITE,META,MSFT,MU,NVDA,PLTR,TSLA,VRT
2025-10-10,0.232092493627378,-0.2416159074371805,1.0584960549934614,0.6651195613634628,-1.8350040565480403,0.4474577290088268,0.10077492217642824,-0.8606968558413408,1.2079031751101756,1.3476351172270724,0.09634153985630033,0.9297084609292825,-1.2884431000345515,-1.4137738551572243,-0.4459952792740509
2025-10-11,-0.5520489780028894,-0.35923665419606526,1.145284214098352,0.9076402918970786,-1.740851543325674,0.4713266592377529,-0.08304331874739158,-0.0694788514195483,1.1863345263884508,1.182139152081655,0.3790612211673362,0.9986209283097967,-1.316014886921707,-1.3731307744669146,-0.7766019861002326
2025-10-12,-0.5520489780028894,-0.35923665419606526,1.145284214098352,0.9076402918970786,-1.740851543325674,0.4713266592377529,-0.08304331874739158,-0.0694788514195483,1.1863345263884508,1.182139152081655,0.3790612211673362,0.9986209283097967,-1.316014886921707,-1.3731307744669146,-0.7766019861002326
2025-10-13,-0.5520489780028894,-0.35923665419606526,1.145284214098352,0.9076402918970786,-1.740851543325674,0.4713266592377529,-0.08304331874739158,-0.0694788514195483,1.1863345263884508,1.182139152081655,0.3790612211673362,0.9986209283097967,-1.316014886921707,-1.3731307744669146,-0.7766019861002326
2025-10-14,-0.06671153899817178,-0.11604810220897786,1.1697800615863096,0.5392948455626749,-2.2602431026078245,0.18679994008108816,0.0013440647502748993,-0.2744897659486126,1.2311961384310965,1.29169578594854,0.22087983052136131,0.9595643080973104,-0.939040757458259,-1.2708731190347942,-0.6731485887220161
2025-10-15,0.2626747374536104,-0.23182204371767678,1.0835061404534925,0.6573582062240008,-2.3625515515024658,0.09175952854655012,-0.15457518479046678,-0.22744014520362113,1.0880746935680634,1.076172526597851,0.2826006419503085,1.1695724508474754,-1.065555002178568,-1.2131496973516773,-0.4566253008968764
2025-10-16,0.06503754751265503,-0.22444318056627707,1.1386296541466028,0.5635414327873227,-2.372724010580127,0.35844726332463545,-0.20179721119070865,-0.09111289694227419,1.021972415633622,1.1050191395317952,0.21194579374903544,1.2033982261948322,-1.0033101621461316,-1.1907714336710389,-0.5838325777839432
2025-10-17,-0.28754093557627036,-0.15383164801320404,1.21832065923618,0.5409807202504453,-2.325010257815457,0.5523301729307769,-0.16263115619701082,-0.32541232811737275,1.1187442882376557,1.1758376993337316,-0.03979554429175381,1.1615078335395137,-0.9445236881410903,-1.1019279327883376,-0.4270478825878073
2025-10-18,-0.28138650212413774,-0.2575379497283609,1.2889344589843847,0.6349512399151833,-2.17282462121797,0.5688525879064391,-0.20920938640961534,-0.42504744866732613,1.0668553672034495,1.1614521267392646,0.07240968604444806,1.1162876358799547,-1.0092895841695442,-1.3042318244016438,-0.2502157859545264
2025-10-19,-0.28138650212413774,-0.2575379497283609,1.2889344589843847,0.6349512399151833,-2.17282462121797,0.5688525879064391,-0.20920938640961534,-0.42504744866732613,1.0668553672034495,1.1614521267392646,0.07240968604444806,1.1162876358799547,-1.0092895841695442,-1.3042318244016438,-0.2502157859545264
2025-10-20,-0.28138650212413774,-0.2575379497283609,1.2889344589843847,0.6349512399151833,-2.17282462121797,0.5688525879064391,-0.20920938640961534,-0.42504744866732613,1.0668553672034495,1.1614521267392646,0.07240968604444806,1.1162876358799547,-1.0092895841695442,-1.3042318244016438,-0.2502157859545264
2025-10-21,-0.6171252037601122,-0.3988254045267735,1.2466873530669267,0.696686128773849,-1.9598308664803588,0.7124156834961866,-0.22441801752039264,-0.14763476644153675,0.9847467975275667,1.1962260024754536,-0.010876958350131577,1.2251493800388418,-1.0771961698749182,-1.3678771987182354,-0.2581267597063645
2025-10-22,-0.6108769382944244,-0.48688625011963604,1.03256075484949,0.8170774931698584,-1.8759039141150495,0.8005513458752229,-0.10540675679055286,-0.18446056736641872,0.9559940808697942,1.1750439766185314,0.08637422336111697,1.2865301710449466,-1.1777490381214057,-1.4219542283112616,-0.2908943526702115
2025-10-23,-0.5251457109723111,-0.6019323102198993,1.1380158101753224,0.7705437687215201,-1.6414919024393884,0.849600864479488,-0.2501968244962922,-0.15576432008286933,0.8612134332857108,1.0562835570835742,0.058865470299619874,1.27130803231149,-1.2596840133129832,-1.6998644697351744,0.128248614902192
2025-10-24,-0.1737274329437696,-0.47051021679178373,1.1320081372140767,0.7885779163805934,-1.8704426109316235,0.7237285448260017,-0.10552230863637707,-0.477482848871838,0.9706477181270463,1.1624470055450882,-0.1110578330722602,1.2781655027073682,-1.2548264547803862,-1.4293932197707007,-0.16261189900143516
2025-10-25,-0.4418997265971911,-0.4081080932775012,1.1061419530738825,0.6994404836367365,-2.0788709505895357,0.974389491546627,-0.04801232208567612,-0.7195013624179435,1.0281750370402785,1.1935811675590158,-0.34013124563094255,1.17259640356019,-1.1873521293873741,-0.8627458043119907,-0.08770290211857636
2025-10-26,-0.4421638042821125,-0.4083945252948806,1.11319993658578,0.6984213699857854,-2.078052115275872,0.9731884896313928,-0.04853696989185112,-0.7195817970336083,1.0269384541291797,1.192235162780166,-0.3404626466806668,1.1712642809274483,-1.187123064563144,-0.8627314777822982,-0.08820129323531842
2025-10-27,-0.4421638042821125,-0.4083945252948806,1.11319993658578,0.6984213699857854,-2.078052115275872,0.9731884896313928,-0.04853696989185112,-0.7195817970336083,1.0269384541291797,1.192235162780166,-0.3404626466806668,1.1712642809274483,-1.187123064563144,-0.8627314777822982,-0.08820129323531842
2025-10-28,-0.7464875560892132,-0.3582214747748741,1.1594015264985604,0.6786843185192584,-1.799867170837578,1.11571583252561,-0.12812123195226544,-1.0149678115233445,1.0365198935628785,1.211457234288545,-0.17639147856387133,1.1362361255517048,-1.1246555810759844,-0.9191112131679461,-0.07019141296148061
2025-10-29,-0.31387184417404457,-0.3259024158424282,1.1200171510897592,0.49852735914299734,-1.9753147265463542,1.3413978190332314,-0.0459034753026132,-1.1131742043587918,1.069610472002554,1.0953847230839295,-0.1931946378617728,0.8818587106207506,-1.1018361006898052,-0.9871149730189431,0.049516142821530926
2025-10-30,0.6266794214748842,-0.3255054197021457,1.1296831551384012,0.26468763083233926,-1.2246016011983551,1.295649576471023,-0.2158193042604447,-1.5958411890037414,1.1067428809579642,1.1557103139834335,-0.343505468618817,0.7970497266375624,-1.420780500803784,-0.9921899839364051,-0.25795923797191467
2025-10-31,0.4496028246124111,-0.6428549941750188,1.0874160817777303,0.14500090146613473,-1.1536288850467236,1.04415949712818,0.46936692096593685,-1.3218410668952714,1.5546528273391236,1.111509040337449,-0.5440324452882652,0.6526474239899601,-1.539777642426572,-0.9612362639909459,-0.35098421979412825
2025-11-01,0.7090901037895092,-0.08156206922748985,0.8945153026025776,0.22389186204850417,-1.3138517653937702,0.7651276882682427,0.4767575407458324,-1.3284656577572351,1.555601430398211,1.098002431440077,-0.5612367080469257,0.6376863345770538,-1.6001113966680447,-1.1503645310979194,-0.3250805656786223
