date,AAPL_mom_21d,AAPL_mom_63d,AAPL_mom_126d,AAPL_mom_252_skip21,MSFT_mom_21d,MSFT_mom_63d,MSFT_mom_126d,MSFT_mom_252_skip21,GOOGL_mom_21d,GOOGL_mom_63d,GOOGL_mom_126d,GOOGL_mom_252_skip21,AMZN_mom_21d,AMZN_mom_63d,AMZN_mom_126d,AMZN_mom_252_skip21,META_mom_21d,META_mom_63d,META_mom_126d,META_mom_252_skip21,NVDA_mom_21d,NVDA_mom_63d,NVDA_mom_126d,NVDA_mom_252_skip21,TSLA_mom_21d,TSLA_mom_63d,TSLA_mom_126d,TSLA_mom_252_skip21,PLTR_mom_21d,PLTR_mom_63d,PLTR_mom_126d,PLTR_mom_252_skip21,AVGO_mom_21d,AVGO_mom_63d,AVGO_mom_126d,AVGO_mom_252_skip21,GEV_mom_21d,GEV_mom_63d,GEV_mom_126d,GEV_mom_252_skip21,VRT_mom_21d,VRT_mom_63d,VRT_mom_126d,VRT_mom_252_skip21
2016-05-11,-0.13121355865204065,-0.07957876736232294,-0.07072104013706404,-0.03709959439045574,-0.08167074282660447,-0.0338758272603199,-0.04872281936911149,0.29996764989764646,-0.057235730074112645,0.007083530098058066,-0.03789607770288217,0.2015685539307588,0.12676145339652445,0.27482662472295694,0.12736699016849484,0.23981510498276393,0.06315836617699744,0.11171368626128664,0.16072406509153492,0.2506441422266035,-0.010757507844016079,0.1364572605561276,0.14783513197243536,0.6535112099314435,-0.16405935900436253,0.0011498630944253296,-0.046018886918172686,0.00920503612371082,0.0,0.0,0.0,0.0,-0.06125188790065439,0.0166288050885961,0.08274460466466671,0.24717455002092925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-12,-0.14230349753981675,-0.1016111098999325,-0.05253259145149802,-0.030525848500746577,-0.07655044275131939,-0.010374072226373654,-0.005562512040069412,0.30020986303397446,-0.06657538493334703,-0.005587053448560697,-0.017431741542477952,0.22439425570949578,0.13774960380348644,0.2844772060402203,0.18090601046155874,0.25019812965604693,0.060300213931275604,0.12075889506080184,0.22835018150780018,0.28688927221010063,-0.023109715054969615,0.1227436823104695,0.17898727321960473,0.647080561714708,-0.16516942855244166,0.010234890742541358,-0.038812801268719554,0.011080366250694862,0.0,0.0,0.0,0.0,-0.06812776078831118,-0.02018578063594134,0.09656137544982024,0.23447986577181212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-13,-0.13823574836477182,-0.1094143631155744,-0.055636621457814006,-0.023442850154899664,-0.01351807081165357,-0.03749799690187494,-0.016878760565593454,0.23218232006929296,-0.017535234349393747,-0.026891029109403775,-0.008298640787405942,0.17301038062283736,0.14410958904109594,0.246304553913135,0.16943959410931386,0.24348697394789576,0.08366653611796737,0.0950566492715208,0.2309658062179918,0.25265836071558967,0.1299695911701768,0.27193204868154175,0.3880741560597676,0.6800378429517504,-0.18183215402531216,0.0005349410480508521,-0.016066312639069658,0.048857006454332996,0.0,0.0,0.0,0.0,-0.06833732466643849,-0.05582040391782961,0.09609579392231837,0.25262481251339186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-14,-0.13823574836477182,-0.1094143631155744,-0.055636621457814006,-0.023442850154899664,-0.01351807081165357,-0.03749799690187494,-0.016878760565593454,0.23218232006929296,-0.017535234349393747,-0.026891029109403775,-0.008298640787405942,0.17301038062283736,0.14410958904109594,0.246304553913135,0.16943959410931386,0.24348697394789576,0.08366653611796737,0.0950566492715208,0.2309658062179918,0.25265836071558967,0.1299695911701768,0.27193204868154175,0.3880741560597676,0.6800378429517504,-0.18183215402531216,0.0005349410480508521,-0.016066312639069658,0.048857006454332996,0.0,0.0,0.0,0.0,-0.06833732466643849,-0.05582040391782961,0.09609579392231837,0.25262481251339186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-15,-0.13823574836477182,-0.1094143631155744,-0.055636621457814006,-0.023442850154899664,-0.01351807081165357,-0.03749799690187494,-0.016878760565593454,0.23218232006929296,-0.017535234349393747,-0.026891029109403775,-0.008298640787405942,0.17301038062283736,0.14410958904109594,0.246304553913135,0.16943959410931386,0.24348697394789576,0.08366653611796737,0.0950566492715208,0.2309658062179918,0.25265836071558967,0.1299695911701768,0.27193204868154175,0.3880741560597676,0.6800378429517504,-0.18183215402531216,0.0005349410480508521,-0.016066312639069658,0.048857006454332996,0.0,0.0,0.0,0.0,-0.06833732466643849,-0.05582040391782961,0.09609579392231837,0.25262481251339186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-16,-0.10114647221557549,-0.07869882317506083,-0.036190947761697845,-0.028986629708136258,-0.005374717936108331,-0.02520329191076276,-0.001871399684679087,0.24003712887984663,-0.016045829713292825,-0.02659074427224628,-0.0037933972896451174,0.18005895168524932,0.1348770360907059,0.23942237259757926,0.1504192702431444,0.2549098196392785,0.07784261359479028,0.07989700168609337,0.2170002271929281,0.24744432274552763,0.15744060959211104,0.3061456752655538,0.4266574585635359,0.6885525070955536,-0.17286156778651418,-0.031882481716202005,0.002114500566512856,0.04087744207530686,0.0,0.0,0.0,0.0,-0.04328705699749924,-0.03387321490769757,0.11777150916784218,0.2424469680737089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-17,-0.09862018820227092,-0.10060107560898446,-0.053926940841870774,-0.061833468837375394,-0.01121128623388079,-0.05088116865667536,-0.029395281608312507,0.18839296473460587,-0.007167263938661628,-0.04048648213278927,-0.033767708445982536,0.12656088630175577,0.1270911684606406,0.20494956847249668,0.12523061984139838,0.19194651621130743,0.07897709386515572,0.06036286873760255,0.180936553135862,0.21479265316222196,0.1589967528832157,0.31558210472801207,0.40600380331431674,0.6205770277626563,-0.1934263419248049,-0.06265457543281117,-0.025289327046720933,0.02244223225564701,0.0,0.0,0.0,0.0,-0.0636193075217466,-0.04604691572545605,0.09015091342335202,0.17837403276052655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-18,-0.027440687978859124,-0.1022370601017375,-0.01784283007869425,-0.10329726319875776,0.0044252515359273215,-0.058594279729529575,-0.002076666364418611,0.19924613322940088,0.0004469024076867445,-0.04698808003405719,0.0030524517628607306,0.12130038522972852,0.1498236011737939,0.2144946715887719,0.1987556288886596,0.1734958405881215,0.08044573912239339,0.048760345415701734,0.23271223279664044,0.20400164786834862,0.16214144952923149,0.3100086387757621,0.4873196020737005,0.6908552388004443,-0.1602593544769666,-0.04848161240393911,0.054215965253856524,0.010286850668916436,0.0,0.0,0.0,0.0,-0.05048362463940259,-0.03192041522491351,0.17072915576943215,0.203021333061141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-19,-0.0005954236113371314,-0.10421904511739033,-0.042524745194685964,-0.14939322357149365,0.015470301248213358,-0.07295969065257124,-0.03905272257320902,0.16879539991766612,0.01451884878104548,-0.05693411264612114,-0.02198649951783993,0.08291550603528308,0.16033222591362128,0.2486057486057487,0.1779426644182125,0.1527267156862746,0.0006901311249136732,0.05215419501133778,0.1874539349766604,0.2690766569595586,0.20311442112389977,0.32694461729931557,0.5246675246675248,0.6150902132312741,-0.13120382705583133,-0.049344023323615205,0.043796788720508184,-0.0030968349501669934,0.0,0.0,0.0,0.0,-0.03544743701129449,-0.05811487231695944,0.14394641937145813,0.16063325602500766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-20,0.02197155791474903,-0.09554668010478395,-0.008342541941022352,-0.17124460339065029,0.022139407554274015,-0.04703548011676195,0.006867125818914799,0.16298576294133826,0.01952802527826014,-0.044602128737962654,0.01579783311588856,0.08026077062640291,0.06549423893268669,0.2730039124764527,0.2325932161773474,0.2458446660622542,-0.0019526566407453982,0.05293782809436465,0.2356564981815481,0.27735174103773064,0.24775810531156583,0.3112238733840762,0.6411613488583092,0.5803052325581395,-0.08506794096207637,-0.053538283062645076,0.0745865651983022,-0.037883556019109754,0.0,0.0,0.0,0.0,0.006704304869442623,-0.037774030354131405,0.22709677419354835,0.12248737498762252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-21,0.02197155791474903,-0.09554668010478395,-0.008342541941022352,-0.17124460339065029,0.022139407554274015,-0.04703548011676195,0.006867125818914799,0.16298576294133826,0.01952802527826014,-0.044602128737962654,0.01579783311588856,0.08026077062640291,0.06549423893268669,0.2730039124764527,0.2325932161773474,0.2458446660622542,-0.0019526566407453982,0.05293782809436465,0.2356564981815481,0.27735174103773064,0.24775810531156583,0.3112238733840762,0.6411613488583092,0.5803052325581395,-0.08506794096207637,-0.053538283062645076,0.0745865651983022,-0.037883556019109754,0.0,0.0,0.0,0.0,0.006704304869442623,-0.037774030354131405,0.22709677419354835,0.12248737498762252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-22,0.02197155791474903,-0.09554668010478395,-0.008342541941022352,-0.17124460339065029,0.022139407554274015,-0.04703548011676195,0.006867125818914799,0.16298576294133826,0.01952802527826014,-0.044602128737962654,0.01579783311588856,0.08026077062640291,0.06549423893268669,0.2730039124764527,0.2325932161773474,0.2458446660622542,-0.0019526566407453982,0.05293782809436465,0.2356564981815481,0.27735174103773064,0.24775810531156583,0.3112238733840762,0.6411613488583092,0.5803052325581395,-0.08506794096207637,-0.053538283062645076,0.0745865651983022,-0.037883556019109754,0.0,0.0,0.0,0.0,0.006704304869442623,-0.037774030354131405,0.22709677419354835,0.12248737498762252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-23,0.0360664232716994,-0.08396434670331965,0.004260312879569739,-0.18002549443757732,-0.004545963748795678,-0.06461371981001784,-0.0048692535976258,0.19230861700962487,0.003977096437536964,-0.05890751414520656,0.00952975211299556,0.09493807714876934,0.018863510075161738,0.257734936279288,0.22200007015328493,0.3116345084199623,-0.02191987906273618,0.03684030466175692,0.2211300908695697,0.28446601941747574,0.2334051968682629,0.3093230546856178,0.643732042945713,0.5982952484584694,-0.1057878411910671,-0.09273036253776434,0.05478559929752658,-0.044984092942242815,0.0,0.0,0.0,0.0,0.013817989790529728,-0.0313656239488731,0.23860215053763434,0.1241713663797368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-24,0.03483866781605993,-0.07706075411489466,0.02452532371591909,-0.1734940128247362,0.04360948497756301,-0.03919311137395032,0.03488739807097185,0.14769055412061194,0.03473091364205261,-0.035553316718808015,0.0194204685573367,0.06520421767058537,0.048978132634213134,0.25642306594347697,0.22580420554240366,0.2851181132508902,0.0023067358401578364,0.04855971508284673,0.23557331472848553,0.2640370274020116,0.27859439595773994,0.3435501387715698,0.6700164991750412,0.5619730941704035,-0.062028667355371825,-0.06971695696721303,0.06442702227432595,-0.08380509562429372,0.0,0.0,0.0,0.0,0.05737116178847179,-0.02160006646174306,0.26525569402664373,0.07582343282140447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-25,0.0640870729948202,-0.055625984562885256,0.04112137541698746,-0.18300363497225947,0.05242789970077566,-0.027523205634063297,0.040784846331657354,0.14145860368543994,0.037561611240156445,-0.02569558972176411,0.027174065453321683,0.0689153999878882,0.055835444924727806,0.24352222456288186,0.23886809612088578,0.27208949563898366,-0.001441475251831692,0.04753979545271525,0.24948770491803285,0.2633456175513458,0.3028202115158638,0.3153398979712896,0.6540355064896315,0.5161232852307143,-0.013385184636018788,-0.013478269659741082,0.10508277533272437,-0.15134442582350005,0.0,0.0,0.0,0.0,0.08090497737556568,0.0037818304059165087,0.24416666666666687,0.08738437315489067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-26,0.07689920293433028,-0.04399155068337601,0.054719127515233,-0.16853690960275258,0.04631477608924195,-0.03610080363455337,0.04255333589737775,0.1443519156067712,0.03107026051652184,-0.023732614324995405,0.014114971853248726,0.06408256330253215,0.08469124563799135,0.22636201454645266,0.24329588536050917,0.22309233966745845,0.01408631285632489,0.056784779007001296,0.2687927107061503,0.24877783233353945,0.3088424249503563,0.3274493543419028,0.6524111487981124,0.5114759887005649,0.0642462062118847,-0.01154557968294112,0.12577168018122742,-0.19284769879745634,0.0,0.0,0.0,0.0,0.07321911632100986,0.0001680672268906669,0.23285684690283803,0.098672478700218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-27,0.08229102137902022,-0.04456346588964122,0.0008746189941006843,-0.16974931783828362,0.04556358153873852,-0.028112567405318867,0.014808084602649707,0.17511264834676643,0.030927835051546282,-0.009583811634053307,0.002892439110101952,0.09723153850844568,0.05679862306368344,0.2217647866062853,0.19427210838727005,0.24747343871469285,-0.0009185831907703168,0.05599201895498185,0.2189058307029541,0.2657848418582325,0.3025783327552318,0.33467598625755257,0.6233429394812682,0.5280918727915196,0.03772847501866883,-0.020680616203328506,0.10116045707345633,-0.1753123794943222,0.0,0.0,0.0,0.0,0.08037332366799577,0.0019327731092437794,0.23528802320762554,0.11915627218334834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-28,0.08229102137902022,-0.04456346588964122,0.0008746189941006843,-0.16974931783828362,0.04556358153873852,-0.028112567405318867,0.014808084602649707,0.17511264834676643,0.030927835051546282,-0.009583811634053307,0.002892439110101952,0.09723153850844568,0.05679862306368344,0.2217647866062853,0.19427210838727005,0.24747343871469285,-0.0009185831907703168,0.05599201895498185,0.2189058307029541,0.2657848418582325,0.3025783327552318,0.33467598625755257,0.6233429394812682,0.5280918727915196,0.03772847501866883,-0.020680616203328506,0.10116045707345633,-0.1753123794943222,0.0,0.0,0.0,0.0,0.08037332366799577,0.0019327731092437794,0.23528802320762554,0.11915627218334834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-29,0.08229102137902022,-0.04456346588964122,0.0008746189941006843,-0.16974931783828362,0.04556358153873852,-0.028112567405318867,0.014808084602649707,0.17511264834676643,0.030927835051546282,-0.009583811634053307,0.002892439110101952,0.09723153850844568,0.05679862306368344,0.2217647866062853,0.19427210838727005,0.24747343871469285,-0.0009185831907703168,0.05599201895498185,0.2189058307029541,0.2657848418582325,0.3025783327552318,0.33467598625755257,0.6233429394812682,0.5280918727915196,0.03772847501866883,-0.020680616203328506,0.10116045707345633,-0.1753123794943222,0.0,0.0,0.0,0.0,0.08037332366799577,0.0019327731092437794,0.23528802320762554,0.11915627218334834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-30,0.08147276601977982,-0.04020414496473179,0.020802205105103777,-0.18181290981071385,0.05224563374157554,-0.015951881737509832,0.024605274764046836,0.1509747241604913,0.025343393306248796,-0.007543737627735192,0.019062791847497706,0.09317502039336545,0.04778156996587035,0.2282541215423881,0.19395178864786944,0.23953318745441265,0.0011738576000945855,0.05005270103896353,0.23059675929289902,0.24793701982357952,0.30438809771911535,0.3212149642312654,0.6252163877668782,0.5104931794333685,0.06758328546812176,-0.03136013341411137,0.13575465933394448,-0.20923393117700817,0.0,0.0,0.0,0.0,0.07647165041531223,0.001259657373194445,0.2354160190653818,0.12618200305033045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-31,0.06893638590859186,-0.06697582577846228,0.010233003765852011,-0.16310803167420818,0.046074417819027325,-0.024479365289914012,0.030360676695679656,0.1784213021284844,0.01280933173443799,-0.022232746599310627,0.020541549953314586,0.1319450871510104,0.02804801729532902,0.21712188057791404,0.20214216811362817,0.3058692421991085,-0.014022596603823989,0.02299408673938297,0.22056587182537624,0.29625737962411325,0.3024761472058157,0.32352262234533713,0.6379088701614057,0.5828838547285147,0.06967015748201288,-0.0299830530569678,0.1532858028518289,-0.2002356863646816,0.0,0.0,0.0,0.0,0.06738975817923198,0.0015015015015016342,0.24504822150782934,0.16716820587319692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.06432058391392959,-0.09583917153854837,0.0661244914139758,-0.17793328086402915,0.04250238777459403,-0.03324709672369541,0.04650281277801693,0.17991927875039315,0.024493848954598274,-0.025885808702037716,0.0430216231395677,0.11826033312769879,0.008692726151085184,0.20167028561884082,0.233269336258914,0.3304730637218325,-0.006192550403990138,0.03557381654726788,0.25759368836291907,0.2718982404252128,0.3015405527865882,0.3123929183323817,0.6608846487424112,0.5795312220432995,0.05072250497103514,-0.032308607695358926,0.16743499760727376,-0.1995690645828545,0.0,0.0,0.0,0.0,0.07597425813371461,-0.013763722759298602,0.2691618344754878,0.153164296021439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,0.08169247868142748,-0.09794310970081599,0.050574138321140216,-0.20196061723422065,0.025958302055839377,-0.043145394744946386,0.02250543548610029,0.1894670967877079,0.02222468240569042,-0.024432763675744318,-0.005385899714547393,0.11172307692307704,0.014374860708713966,0.22673674280708855,0.14618484009065713,0.3450239808153479,-0.011226830534299959,0.042335933914639634,0.09000212269157304,0.2740227187883313,0.3287781350482315,0.32649317895219543,0.6911721718795674,0.5287921348314608,0.056343939733839,-0.04704922313617954,0.15423786442313037,-0.21221916277584896,0.0,0.0,0.0,0.0,0.09835916134913392,0.002662894233169677,0.2299918334013884,0.14378062767177568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,0.08174781547284593,-0.10431581100429543,0.017573995771670292,-0.19834739625601383,0.020991175980908938,-0.06150320769193096,-0.046530092707763315,0.17873552992401254,0.015207117041979634,-0.04393245189160877,-0.033481552061828235,0.13230711115308336,0.02200247915258058,0.21226399331662482,0.23601362862010222,0.35413726013809943,-0.011186848099244417,0.020762656717712824,0.05578289898772337,0.2914812322254303,0.13714741353533344,0.28915254237288135,0.5967809657102869,0.7488234268781595,0.05480936657828006,-0.07828628790413716,0.14533957808687736,-0.19189247575508117,0.0,0.0,0.0,0.0,0.16074543284678233,0.03022895787501012,0.21987457790641574,0.11209800918836144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-04,0.08174781547284593,-0.10431581100429543,0.017573995771670292,-0.19834739625601383,0.020991175980908938,-0.06150320769193096,-0.046530092707763315,0.17873552992401254,0.015207117041979634,-0.04393245189160877,-0.033481552061828235,0.13230711115308336,0.02200247915258058,0.21226399331662482,0.23601362862010222,0.35413726013809943,-0.011186848099244417,0.020762656717712824,0.05578289898772337,0.2914812322254303,0.13714741353533344,0.28915254237288135,0.5967809657102869,0.7488234268781595,0.05480936657828006,-0.07828628790413716,0.14533957808687736,-0.19189247575508117,0.0,0.0,0.0,0.0,0.16074543284678233,0.03022895787501012,0.21987457790641574,0.11209800918836144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-05,0.08174781547284593,-0.10431581100429543,0.017573995771670292,-0.19834739625601383,0.020991175980908938,-0.06150320769193096,-0.046530092707763315,0.17873552992401254,0.015207117041979634,-0.04393245189160877,-0.033481552061828235,0.13230711115308336,0.02200247915258058,0.21226399331662482,0.23601362862010222,0.35413726013809943,-0.011186848099244417,0.020762656717712824,0.05578289898772337,0.2914812322254303,0.13714741353533344,0.28915254237288135,0.5967809657102869,0.7488234268781595,0.05480936657828006,-0.07828628790413716,0.14533957808687736,-0.19189247575508117,0.0,0.0,0.0,0.0,0.16074543284678233,0.03022895787501012,0.21987457790641574,0.11209800918836144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-06,0.05059430679774901,-0.10699838428589004,0.034624229601692535,-0.15180817392062174,0.012824635902417114,-0.052956194076565266,-0.033602060753828544,0.2139994422532967,-0.0003311166910405783,-0.04582685875319348,-0.05283660130718959,0.16989476402608306,0.022626853910449496,0.22511800404585314,0.2643354210160058,0.4098718406538906,0.0010097838723091002,0.055444711861070584,0.03214573198474069,0.3302367057601787,0.0988479039597252,0.2950707439525331,0.5880789142297467,0.8242670434475448,0.059484372749532,-0.10652253127656997,0.120547173116617,-0.1615746890472166,0.0,0.0,0.0,0.0,0.14150518251464606,0.043761331794956115,0.1866391829851024,0.18790149892933639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-07,0.05926134365107272,-0.0926762837894839,0.06026579289560274,-0.12915715400103733,0.03147822830186997,-0.03840886182494574,-0.002997360340462163,0.18724260229739031,0.01513752483281583,-0.03623419402826478,-0.0638144143679199,0.15671424410136914,0.04093314923484059,0.23475620159006372,0.31088570911066826,0.4015481373971943,0.003492483009542191,0.04936199996410684,0.027483196415235334,0.35398343189766357,0.09863781277171291,0.29936014625228524,0.6613586559532505,0.796424852481777,0.13524626209322776,-0.09053918373817627,0.2711463812954955,-0.17023955045520067,0.0,0.0,0.0,0.0,0.16766848816029145,0.0632774921214132,0.24126246490463732,0.1871553681479079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-08,0.046316990160711446,-0.10289896556385114,0.03873596022831882,-0.12909022626225097,0.024207274371271348,-0.04927546368678304,0.011891311963566409,0.172166919512043,0.029314869618627615,-0.032742155525238736,-0.008604926320318396,0.13065437671643676,0.04183752473260127,0.20688280627159195,0.36823077502447843,0.36249267435045907,0.006290976941643711,0.041161520000708496,0.050586195803695944,0.3086831847304987,0.06782854451248221,0.2933591967138294,0.6477685710132286,0.7721202003338901,0.11530757209830944,-0.11265520184009903,0.35762150571104945,-0.14987922705314005,0.0,0.0,0.0,0.0,0.1376999374497363,0.039092467150901644,0.25031915938328586,0.15836869889245442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-09,0.05785566338523118,-0.07631313706045884,0.03785647418772986,-0.1267031412591051,0.02583261165824169,-0.045518996091887476,0.0068128059668057794,0.1517567191414344,0.038059554328534695,-0.023143607009358136,0.017113834603069478,0.1141906525628551,0.041716772604936114,0.230360826485408,0.3569164211389999,0.3414502995851898,0.014982758620689651,0.04329564385212481,0.07303780394444237,0.2843366290592233,0.09069592946914273,0.3406732764583815,0.6900159860485393,0.8154265281798059,0.06575453221163552,-0.10824240232814475,0.3081608733220973,-0.10284517258629311,0.0,0.0,0.0,0.0,0.14997297784183017,0.05923836389280668,0.20991281273692186,0.1761839177879012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-10,0.0379102182151394,-0.08492879297185818,0.057559492530590894,-0.12364615111455457,0.016988439319216786,-0.04740691350822002,0.04091455529043175,0.13421640237671717,0.01591511936339529,-0.034598954602138576,0.041833696025655565,0.09851854123853632,0.021513944223107595,0.20739993272788437,0.4297207949974111,0.31971307319637976,-0.006221253518226111,0.05414015637657821,0.12059256105585026,0.2745786440047686,0.044872385515525526,0.2989690721649483,0.7589576547231267,0.8010288748755392,-0.006761863904720999,-0.12508322686293205,0.34557195571955734,-0.11023526631807912,0.0,0.0,0.0,0.0,0.09603925692253745,0.02988884314532725,0.2569590995879809,0.19735599622285172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-11,0.0379102182151394,-0.08492879297185818,0.057559492530590894,-0.12364615111455457,0.016988439319216786,-0.04740691350822002,0.04091455529043175,0.13421640237671717,0.01591511936339529,-0.034598954602138576,0.041833696025655565,0.09851854123853632,0.021513944223107595,0.20739993272788437,0.4297207949974111,0.31971307319637976,-0.006221253518226111,0.05414015637657821,0.12059256105585026,0.2745786440047686,0.044872385515525526,0.2989690721649483,0.7589576547231267,0.8010288748755392,-0.006761863904720999,-0.12508322686293205,0.34557195571955734,-0.11023526631807912,0.0,0.0,0.0,0.0,0.09603925692253745,0.02988884314532725,0.2569590995879809,0.19735599622285172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-12,0.0379102182151394,-0.08492879297185818,0.057559492530590894,-0.12364615111455457,0.016988439319216786,-0.04740691350822002,0.04091455529043175,0.13421640237671717,0.01591511936339529,-0.034598954602138576,0.041833696025655565,0.09851854123853632,0.021513944223107595,0.20739993272788437,0.4297207949974111,0.31971307319637976,-0.006221253518226111,0.05414015637657821,0.12059256105585026,0.2745786440047686,0.044872385515525526,0.2989690721649483,0.7589576547231267,0.8010288748755392,-0.006761863904720999,-0.12508322686293205,0.34557195571955734,-0.11023526631807912,0.0,0.0,0.0,0.0,0.09603925692253745,0.02988884314532725,0.2569590995879809,0.19735599622285172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-13,0.00943477727105324,-0.1016994416120417,0.030759444890682053,-0.11571307949016929,0.0021989597142477724,-0.0703232002672457,0.02920897464641592,0.09551120042409988,0.020396696072371823,-0.03386268720240482,0.03937728937728924,0.06786271450858039,0.02652276250071761,0.2001879383830587,0.4653554599467322,0.28156268393172446,-0.01741833527256309,0.0455125006929431,0.142361041006279,0.23359540692816894,0.05657773689052448,0.3074908925318762,0.8668725617685307,0.7597539258539743,0.007631098808854819,-0.1282372924081555,0.4721974457733631,-0.12159049360146257,0.0,0.0,0.0,0.0,0.08038892264953557,0.028257456828885363,0.31734942309727976,0.22961144321093085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-14,-0.004492057165122132,-0.11215494549826444,0.032252072352381145,-0.10651060424169667,-0.03411509205399921,-0.08182023782105952,0.025545652163837085,0.1267732066265297,0.000302388872089443,-0.04062854280365957,0.04599287110497885,0.09141914191419165,0.02144277193978983,0.19255255653557946,0.49207600398274165,0.310188286075761,-0.023450600595462112,0.03914678222554002,0.1547208368319355,0.26832761838621466,0.03350098796479273,0.3114884887166629,0.8505950466387906,0.7794470193383409,-0.013533141051675135,-0.13259247153674347,0.4499913996337255,-0.09753188422903225,0.0,0.0,0.0,0.0,0.05001273669015882,0.02291339234014389,0.332543103448276,0.30118218981328027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-15,-0.024893708792901537,-0.12770782641562906,0.03671918503717775,-0.08646214466647895,-0.04662296753676043,-0.09597813706128677,0.013816774952443156,0.13713293190154352,-0.007999344763568783,-0.05145408030073606,0.035863956438692,0.10162711660501067,0.008329098198656126,0.16173839497739184,0.45624694177132596,0.3070819647931504,-0.027905904059040587,0.03701375030753673,0.13465737445039339,0.27586394795060976,0.0485252999007848,0.2923846581434131,0.8740931807190071,0.7534398228688914,-0.008566334442266066,-0.14470171551150057,0.5152745875965754,-0.05336911536471811,0.0,0.0,0.0,0.0,0.03474547890154045,-0.0036278619800064194,0.33740937128016446,0.30265023448576733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-16,-0.02848372109271291,-0.12449532114496187,0.04742692233453072,-0.06845213882425683,-0.0289072282175864,-0.08340911883986735,0.028513509786435964,0.11660370683576571,-0.017199890620727354,-0.06595805504301044,0.02533306706986571,0.10483383685800596,0.003636770547753576,0.15587344545395965,0.42415942201579937,0.3409107960087028,-0.042523242386696025,0.03202478400305253,0.12245684416469871,0.29197747988108347,0.041588576528335475,0.29404590309346923,0.8912655971479502,0.7620695077842428,-0.0319363006396588,-0.13471743286462146,0.4483367061098762,-0.007059352815470987,0.0,0.0,0.0,0.0,0.039909258948076065,0.0019428478912006941,0.37262947765332166,0.3198048347748945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-17,-0.05002381254068888,-0.12689641879030766,0.020434790771021616,-0.09076788005672998,-0.041858392985506976,-0.09289128689550064,0.006793536641903408,0.13398252550397816,-0.05800539083557954,-0.09713754262684715,-0.0037344280053593915,0.11377964575202637,-0.008199483320229128,0.1286147946956382,0.39307407115248094,0.3194516487587997,-0.0532761994736487,0.030832391921307156,0.10793469033187897,0.2803559664337476,0.017841292384164653,0.2614961496149615,0.827119184193754,0.7783741120757697,-0.03393569300505084,-0.15338916621972865,0.42658377444310913,0.010643865503952465,0.0,0.0,0.0,0.0,0.020884005703262654,0.006449479080535836,0.2906372600996714,0.3196458218040952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
