episode,train_reward,val_reward
1,0.2520107244727326,
2,0.25748789553955903,
3,0.2860819945544388,
4,0.27050712516626974,
5,0.2727666394419361,0.4669988531707036
6,0.26819024516459994,
7,0.30216572790425955,
8,0.260466061386706,
9,0.2679811154919809,
10,0.26887968189546024,0.6604131601153421
11,0.3864931678786018,
12,0.492307329885919,
13,0.5469468164829686,
14,0.5924103805296081,
15,0.6147231587858137,0.7098540843175392
16,0.647757909618835,
17,0.6410009201088481,
18,0.6510661245288594,
19,0.6626752277339678,
20,0.6829880237102649,0.6496097097618806
21,0.7043176405444748,
22,0.7169908351845544,
23,0.7246604919821051,
24,0.7264837902080342,
25,0.7607101372672153,0.6958283216582516
26,0.7524783372864201,
27,0.7725082834557914,
28,0.7662866695093375,
29,0.7894690655622558,
30,0.796757350136073,0.715576432085822
31,0.7989608524801352,
32,0.7879578180718355,
33,0.804713504448487,
34,0.8156909691333601,
35,0.8088351764712773,0.7101932581384583
36,0.8289149600850462,
37,0.8174053264438017,
38,0.8156154142982317,
39,0.835296305686486,
40,0.8424940515993729,0.6751171772416067
41,0.8330439361310689,
42,0.8348682885718376,
43,0.8381292487710787,
44,0.8569135326755352,
45,0.8502805205043715,0.715483964101832
46,0.8469177070732656,
47,0.862493027778675,
48,0.8552488186673384,
49,0.8641394669794142,
50,0.8765406599542678,0.679844145218842
51,0.8699587242207915,
52,0.876150190520655,
53,0.8766099327568708,
54,0.8895546343450087,
55,0.8902182887799532,0.8086159674602221
56,0.8599919213384383,
57,0.8911722246350703,
58,0.8927404751024476,
59,0.8893840166062219,
60,0.9024621564128477,0.7166571296351983
61,0.8998773952632722,
62,0.8840863511928205,
63,0.902860007943597,
64,0.9008274723385937,
65,0.8887574692142847,0.7468117736549839
66,0.887898841730737,
67,0.8830644474760518,
68,0.8761669442018307,
69,0.8911094140845932,
70,0.8725665386030835,0.7629116481136494
71,0.8948077676081826,
72,0.8926070701649172,
73,0.9066823410675456,
74,0.8914548643603935,
75,0.8929889035655509,0.79755586013487
76,0.8938884186460017,
77,0.9009123454540114,
78,0.9273961664544166,
79,0.8965486348463387,
80,0.9034389683690829,0.7925105111641153
81,0.9193207643029604,
82,0.8886507968533521,
83,0.9157276135314331,
84,0.8936438745537189,
85,0.9005035681867666,0.8004312898072516
86,0.9001700996464777,
87,0.9037492012155627,
88,0.9085637441844296,
89,0.9221038974067307,
90,0.8973252941406449,0.8251567491523542
91,0.9105066835023917,
92,0.9033491133199111,
93,0.8841093863237459,
94,0.9041326298289264,
95,0.9108866802459841,0.8320516728653246
96,0.9008143219417765,
97,0.8859105861408693,
98,0.9251538041435826,
99,0.8986215074700653,
100,0.9137923324337467,0.8218969820630408
101,0.9078185137725184,
102,0.9251983013528181,
103,0.8933986406072075,
104,0.9137451781284155,
105,0.9067078205516196,0.813900717064708
106,0.904484869408813,
107,0.9057465461634604,
108,0.9053191716729043,
109,0.9197712969697255,
110,0.9062345721697078,0.7647401319491312
111,0.9226584481967506,
112,0.904880447035931,
113,0.9148523776376349,
114,0.9347779140449088,
115,0.9106587254002164,0.7717671572504698
116,0.929657005777287,
117,0.9081390274793428,
118,0.9270258265439592,
119,0.9260105605297005,
120,0.9332371277307512,0.7802437888817138
121,0.9338301541723031,
122,0.9192914769301119,
123,0.9254310814553889,
124,0.896626237310926,
125,0.9201916294412057,0.7992768741494842
126,0.9218585041686181,
127,0.9138194919556092,
128,0.8995496508319327,
129,0.9270300459326775,
130,0.9318816402098014,0.8187597412875133
131,0.936268321378672,
132,0.9291097190663988,
133,0.9173405557343014,
134,0.9319428824799245,
135,0.9420906395501988,0.7931436838816799
136,0.9234396728319305,
137,0.9287011945337551,
138,0.9503419748442441,
139,0.9381336377866402,
140,0.9113061008173667,0.7834862199831931
141,0.932468160174264,
142,0.9161156481964325,
143,0.9185018549839495,
144,0.9248046855675934,
145,0.9201853835171662,0.7653879930446992
146,0.9154441145291943,
147,0.9146979695109868,
148,0.9282466648540564,
149,0.9307809743715212,
150,0.9170378053458392,0.7671158999048968
151,0.9339958487991773,
152,0.9321921719748406,
153,0.932659976875377,
154,0.9310372360018119,
155,0.9301486997013846,0.8130769225968997
156,0.9484756096613967,
157,0.9267052527958829,
158,0.9235536399171657,
159,0.9268994545794256,
160,0.9220003042010447,0.7837779625123051
161,0.9219236891693547,
162,0.9400914764237287,
163,0.9036549283238035,
164,0.9444183001429131,
165,0.9306014224374235,0.8285491975492504
166,0.9184704684343817,
167,0.9328216730674087,
168,0.9400593960506795,
169,0.9265479489077855,
170,0.92610245255883,0.7979697910697868
171,0.9244912279296028,
172,0.9308195777490706,
173,0.9264609165334116,
174,0.9265092208422402,
175,0.9256763577066793,0.7955172260320986
176,0.9249612831293572,
177,0.9127964475761755,
178,0.9226047260149136,
179,0.9186286731434451,
180,0.9444657419894789,0.8043266757079324
181,0.9362644599536898,
182,0.921895554058854,
183,0.9305323779609334,
184,0.9384936913877587,
185,0.9330699873561015,0.8279233783930277
186,0.9421910044537507,
187,0.9330536417721997,
188,0.9298363311944321,
189,0.9109519247262853,
190,0.9142428127360547,0.8272126812555564
191,0.9310029087990547,
192,0.9356759372105065,
193,0.9261604137832724,
194,0.9440946488134314,
195,0.9266107903417797,0.8057122260405666
196,0.9307313032058747,
197,0.9316680549964375,
198,0.9160925949551917,
199,0.9342782317182557,
200,0.9142437972230412,0.8224805677572827
201,0.9377380494700213,
202,0.9180417524910826,
203,0.933141298147836,
204,0.9431934987975361,
205,0.9369728657846215,0.8434877194327316
206,0.9260205826595742,
207,0.9114207694291422,
208,0.9286177642567787,
209,0.9320837828891845,
210,0.9356047792413582,0.788144201056568
211,0.9288216767047516,
212,0.9431576002169357,
213,0.9549913317391242,
214,0.9182053285380892,
215,0.9385382433895739,0.814226017681809
216,0.9427176517477464,
217,0.9251628409712076,
218,0.9299922375403339,
219,0.9281404240306147,
220,0.9308995129777401,0.8202041480606287
221,0.9399930635369567,
222,0.9318217519521863,
223,0.9321123762629554,
224,0.9237850863561942,
225,0.9344747154161651,0.7868762814337045
226,0.9331858205754231,
227,0.9487388900339901,
228,0.9507615341023702,
229,0.9290439999189696,
230,0.9466363520187454,0.7945412390508763
231,0.9313074053540498,
232,0.9497090698777311,
233,0.9279346424503981,
234,0.9353007538690812,
235,0.9564423449856182,0.8206430462266608
236,0.9474876299624685,
237,0.9572248225795811,
238,0.9467902588528893,
239,0.9182501155204705,
240,0.939029141225878,0.8382333470785733
241,0.9303098219587468,
242,0.9455239433150746,
243,0.9500533316343881,
244,0.9429083499139924,
245,0.9468491735135992,0.8284471229520272
246,0.9439461529059711,
247,0.9616230991281683,
248,0.942033790588708,
249,0.9267767210611795,
250,0.9541796030671241,0.8077989527176462
251,0.9328115435424249,
252,0.9507515948168175,
253,0.9276588295989607,
254,0.9451593608038261,
255,0.9574916997439817,0.7957597593589701
256,0.9468461326140215,
257,0.9422247246642946,
258,0.9367589362292049,
259,0.9669531221524998,
260,0.9339032922413012,0.8126383615478999
261,0.9456011493570491,
262,0.9300611670523125,
263,0.9449658858259133,
264,0.9475488394131868,
265,0.9425597457585225,0.8103436562900139
266,0.944802796551723,
267,0.9551207232946608,
268,0.9468978979147051,
269,0.9423726565374767,
270,0.9391088991742367,0.8042968494869229
271,0.9323916725867887,
272,0.950983490426016,
273,0.9344220158616513,
274,0.9363260897015618,
275,0.9390376981123447,0.8158043594309977
276,0.9088468089893315,
277,0.9427318192989421,
278,0.947778122048337,
279,0.9457632783744508,
280,0.9304741035967556,0.8129654529163736
281,0.9094801092867824,
282,0.943782669666737,
283,0.9462881041711445,
284,0.9357208225737917,
285,0.9528660568119137,0.8172360512835343
286,0.9448557502451536,
287,0.943568191727517,
288,0.9370795963108596,
289,0.9504192639955099,
290,0.9518736074365287,0.818524976942644
291,0.9538634922179483,
292,0.9558473715332192,
293,0.9570197662694819,
294,0.9543002885826743,
295,0.9420773112054766,0.8411915346515246
296,0.9507662343006222,
297,0.9438263196247657,
298,0.9509883307345123,
299,0.9569350898666649,
300,0.9407392124414141,0.785469105020613
