date,portfolio_return,benchmark_return,excess_return,portfolio_cumulative,benchmark_cumulative,excess_cumulative
2023-08-31,0.0,0.004208337490695157,-0.004208337490695157,1.0,1.0042083374906952,-0.004208337490695158
2023-09-01,-0.004334843032954612,-0.00459571065183637,0.00026086761888175804,0.9956651569670454,0.9995932865374263,-0.003928129570380912
2023-09-05,0.003700122406721188,0.006715504698450155,-0.003015382291728967,0.9993492399239308,1.0063060599497076,-0.0069568200257768
2023-09-06,-0.01465634426201472,-0.016902708499043934,0.002246364237029213,0.9847024334256229,0.9892967619575562,-0.004594328531933312
2023-09-07,-0.006546850304887994,-0.008508568289799104,0.00196171798491111,0.9782557339991265,0.9808792628995633,-0.0026235289004368223
2023-09-08,-0.0009633876897349317,0.0027878230017312033,-0.003751210691466135,0.9773132944675791,0.9836137806705959,-0.00630048620301682
2023-09-11,0.013642642050960125,0.0171712834822403,-0.003528641431280174,0.9906464299156449,1.000503691735529,-0.009857261819884111
2023-09-12,-0.014139614393149055,-0.01538007579186319,0.0012404613987141346,0.9766390713966879,0.9851158691265977,-0.008476797729909724
2023-09-13,0.008676875135580873,0.008052024733938682,0.0006248504016421914,0.9851132466717266,0.9930480464706004,-0.007934799798873793
2023-09-14,0.009281815724513583,0.00888350947611514,0.0003983062483984435,0.9942568862951109,1.0018697982016596,-0.0076129119065486694
2023-09-15,-0.023370054903717716,-0.018219889766240758,-0.005150165137476959,0.9710210482739947,0.9836158409182995,-0.012594792644304742
2023-09-18,0.00216712939573161,0.0019047944744036498,0.00026233492132796024,0.9731253765315835,0.9854894269370166,-0.012364050405433091
2023-09-19,-0.005435017152787067,-0.0011623362113562536,-0.004272680941430814,0.967836423418322,0.984343956890179,-0.01650753347185696
2023-09-20,-0.024888647338181396,-0.022291564512331705,-0.0025970828258496913,0.9437482839948166,0.9624013900728376,-0.018653106078021064
2023-09-21,-0.02502696565232074,-0.01866331725290209,-0.0063636483994186505,0.9201291281068417,0.9444397876052744,-0.024310659498432696
2023-09-22,0.0037674491171529605,-0.0009884735597441047,0.004755922676897065,0.9235956677781945,0.9435062338464563,-0.019910566068261804
2023-09-25,0.008814318225057582,0.007671358486287973,0.0011429597387696087,0.931736533905276,0.9507442084003399,-0.01900767449506391
2023-09-26,-0.018098877646621634,-0.01977017732215606,0.0016712996755344246,0.9148731483792371,0.9319478268122523,-0.017074678433015245
2023-09-27,0.012533276826895978,0.000704695106269941,0.011828581720626037,0.9263395068093679,0.9326045658851058,-0.006265059075737822
2023-09-28,0.016451365810190664,0.007988147866097767,0.008463217944092896,0.9415790569003204,0.9400543490579938,0.0015247078423266114
2023-09-29,0.004769096460635395,0.0029708190383625492,0.0017982774222728456,0.9460695382479922,0.9428470804152709,0.0032224578327213482
2023-10-02,0.018753990635468572,0.01844604992072298,0.0003079407147455922,0.9638121175087971,0.9602388847282189,0.003573232780578195
2023-10-03,-0.03218883036689958,-0.020124365683872294,-0.012064464683027288,0.9327881327527442,0.9409146862680745,-0.008126553515330315
2023-10-04,0.0240445123893837,0.0177882599138605,0.006256252475523201,0.9552165685673877,0.9576519212641796,-0.002435352696791959
2023-10-05,0.005627344044611719,0.0018707433404657314,0.0037566007041459877,0.9605919008358298,0.9594434422183687,0.0011484586174610456
2023-10-06,0.029036415464877542,0.019341807792825745,0.009694607672051797,0.9884840463606953,0.9780008128658436,0.010483233494851696
2023-10-09,0.010574886033084312,0.004756110979088624,0.005818775053995688,0.9989371524964817,0.9826522932694725,0.016284859227009285
2023-10-10,0.007087845539268353,0.0020555789233130547,0.005032266615955298,1.0060174647368134,0.9846722126124624,0.02134525212435101
2023-10-11,0.016843244036219618,0.013301724207145585,0.0035415198290740333,1.0229620624000746,0.9977700508190732,0.025192011581001372
2023-10-12,0.000300020899724875,-0.0014216328283703401,0.0017216537280952153,1.0232689723984203,0.9963515881596641,0.026917384238756226
2023-10-13,-0.027202238201494935,-0.01689613268133074,-0.010306105520164196,0.9954337660670395,0.9795170995288638,0.015916666538175694
2023-10-16,0.013463229010775676,0.01164192009712253,0.0018213089136531451,1.008835518824659,0.9909205593353441,0.017914959489314874
2023-10-17,-0.011022707549692961,-0.006953736283581928,-0.004068971266111033,0.997715419934912,0.9840299590877465,0.013685460847165487
2023-10-18,-0.029031426165645764,-0.016567792721574916,-0.012463633444070848,0.9687503183867453,0.9677267546937608,0.0010235636929845082
2023-10-19,-0.006401858251774879,-0.00804825447826944,0.0016463962264945606,0.9625485161670716,0.9599382435065557,0.0026102726605159443
2023-10-20,-0.023868045225831056,-0.017475302248868552,-0.006392742976962504,0.9395743646511393,0.9431630325610306,-0.003588667909891319
2023-10-23,0.018916358122354114,0.00934751698309447,0.009568841139259644,0.9573476898154636,0.9519792650257218,0.005368424789741755
2023-10-24,0.01731841506208949,0.00924123850645181,0.00807717655563768,0.9739274344664204,0.9607767324670212,0.013150701999399161
2023-10-25,-0.04339154921000879,-0.027583124740684764,-0.015808424469324026,0.9316672142667931,0.9342755080074359,-0.002608293740642753
2023-10-26,-0.03170985787943985,-0.029070054636355466,-0.002639803243084382,0.9021241793114595,0.9071160679442509,-0.00499188863279143
2023-10-27,0.007607336619370299,0.01443939102171163,-0.006832054402341331,0.908986941615955,0.9202142715513755,-0.011227329935420527
2023-10-30,0.01180854048821569,0.015631788951092688,-0.0038232484628769985,0.9197207507192864,0.93459886683405,-0.01487811611476364
2023-10-31,-0.0003053196038597459,0.0011155558508297695,-0.0014208754546895155,0.9194399419440152,0.9356414640681257,-0.016201522124110412
2023-11-01,0.026654769124343343,0.024276201481636506,0.0023785676427068372,0.9439474013202326,0.9583552847644168,-0.0144078834441842
2023-11-02,0.038424124533710136,0.015908532931131106,0.02251559160257903,0.9802177538218332,0.9736013113718149,0.006616442450018245
2023-11-03,0.02377370515236234,0.009140431184095375,0.014633273968266965,1.0035211616863042,0.9825004471591541,0.021020714527150153
2023-11-06,0.00652836129101303,0.009652191852378663,-0.003123830561365633,1.0100725103929695,0.991983729970182,0.018088780422787498
2023-11-07,0.009507673927617984,0.011915324262328249,-0.0024076503347102655,1.0196759504650366,1.0038035377757306,0.015872412689305948
2023-11-08,0.00503708012669816,0.005295628237519747,-0.0002585481108215871,1.0248121399307961,1.009119308135298,0.015692831795498074
2023-11-09,-0.0023453911140401185,-0.0073661868744695925,0.005020795760429474,1.022408554644242,1.001685946732938,0.020722607911304092
2023-11-10,0.03364528370246264,0.024350617360519813,0.009294666341942828,1.0568077805250722,1.026077617937242,0.030730162587830234
2023-11-13,0.00018358961982350622,-0.0025827252490289118,0.002766314868852418,1.0570017994637253,1.023427541365932,0.03357425809779335
